Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,Σ Progress,Σ Time Spent,Σ Remaining Estimate,Σ Original Estimate,Labels,Acceptance criteria,Deployment Environment,Target end,Time to SLA,Original story points,Sprint,Categorize,Story Points,Team,Overdue Status,Program Increment,Start date,End date,Baseline start date,Baseline end date,Task mode,Task progress,Risk probability,Risk consequence,Planned Start,Development,Rank,Epic Link,GtmhubObjectID,Parent Link,Actor,Flagged,Target start,Team,Account,Iteration,Planned End,Structure Index Monitor,Team Role
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-21821,BIDVOMNI-14048 [AND][Mẫu nộp thuế][MH: Tại màn hình Thông tin nợ thuế Check khi chọn Mã cơ quan thu trước Mã kho bạc,Sub-bug,In Progress,Medium,Resolve,"Hiếu, Nguyễn Trung (KCN, PTUDDD)","Hải, Vũ Thị (KCN, PTNV)","Hải, Vũ Thị (KCN, PTNV)",28/Mar/25 4:58 PM,,09/Apr/25 4:07 PM,02/Apr/25 10:29 AM,,,Nộp thuế,,0,1,_thumb_201734.png,,,,,,"BIDVOMNI-21801, BIDVOMNI-21822, BIDVOMNI-21824",,"1. Tại màn hình Thông tin nợ thuế
2. Không chọn Mã kho bạc
3. Click vào Combobox Mã cơ quan thu
4. Click Button Đóng tại popup thông báo lỗi
KQMM: Nhấn button Đóng để tắt popup và focus vào combobox Mã kho bạc
KQTT: Đang hiển thị như ảnh đính kèm",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0psw8:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22526,BIDVOMNI-14048 [IOS][Mẫu nộp thuế][MH: Thanh toán nợ thuế] Check hiển thị Khoản nộp khi chỉ có 1 khoản nộp,Sub-bug,Need To Do,Medium,Unresolved,"Trưởng, Võ Anh (KCN, PTUDDD)","Hải, Vũ Thị (KCN, PTNV)","Hải, Vũ Thị (KCN, PTNV)",09/Apr/25 3:58 PM,,09/Apr/25 4:00 PM,,,,Nộp thuế,,0,1,_thumb_203995.png,,,,,,BIDVOMNI-21848,,"1. Tại màn Thanh toán nợ thuế (Chỉ có 1 khoản nộp)
2. Check hiển thị Khoản nộp
KQMM: Hiển thị Khoản nộp
KQTT: Đang hiển thị Khoản nộp 1",,,,,,,Design,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qd60:,,,,IOS,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22524,BIDVOMNI-13851 [IB][Đổi hạn mức]- Lối hiển thị số tiền giao dịch MH kết quả.,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)",Manh Dinh Van,Manh Dinh Van,09/Apr/25 3:45 PM,,09/Apr/25 3:58 PM,,,,Đổi hạn mức GD,,0,1,,,,,,,,,"ĐK: Fee>0
# Tại màn hình kết quả
# Kiểm tra số tiền giao dịch.

kqtt: Đang hiển thị 12.000

kqmm: lấy theo trường totalFee tại mid 434",,,,,,,,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qd3k:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-21899,BIDVOMNI-14048 [AND][Mẫu nộp thuế][MH: Xác nhận giao dịch] Check trường Người nộp thay,Sub-bug,In Progress,Medium,Resolve,"Hiếu, Nguyễn Trung (KCN, PTUDDD)","Hải, Vũ Thị (KCN, PTNV)","Hải, Vũ Thị (KCN, PTNV)",29/Mar/25 2:20 PM,,09/Apr/25 3:54 PM,02/Apr/25 10:33 AM,,,Nộp thuế,,0,1,,,,,,,"BIDVOMNI-21900, BIDVOMNI-21890",,"Pre: Check nộp thay tại màn Thông tin nợ thuế
1. Tại màn hình Xác nhận giao dịch
2. Check trường Người nộp thay
KQMM: Hiển thị trường Người nộp thay
KQTT: Đang không hiển thị trường Người nộp thay",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0ptzc:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22507,BIDVOMNI-14048 [AND][Mẫu nộp thuế][MH: thanh toán nợ thuế] Check hiển thị Ngày TK/QĐ/TB/Kỳ thuế,Sub-bug,In Progress,Medium,Unresolved,"Hiếu, Nguyễn Trung (KCN, PTUDDD)","Hải, Vũ Thị (KCN, PTNV)","Hải, Vũ Thị (KCN, PTNV)",09/Apr/25 2:59 PM,,09/Apr/25 3:52 PM,,,,Nộp thuế,,0,1,_thumb_203939.png,,,,,,BIDVOMNI-21904,,"1. Tại màn hình Thanh toán nợ thuế
2.. Check hiển thị trường Ngày TK/QĐ/TB/Kỳ thuế
KQMM: hiển thị tên trường Ngày TK/QĐ/TB/Kỳ thuế
KQTT: Đang hiển thị tên: Ngày TK/QD/TV/Kỳ thuế",,,,,,,Design,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qcq0:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22510,BIDVOMNI-14048 [AND][Mẫu nộp thuế][MH: Kết quả] Check hiển thị Số TK/QĐ/TB,Sub-bug,In Progress,Medium,Unresolved,"Hiếu, Nguyễn Trung (KCN, PTUDDD)","Hải, Vũ Thị (KCN, PTNV)","Hải, Vũ Thị (KCN, PTNV)",09/Apr/25 3:08 PM,,09/Apr/25 3:49 PM,,,,Nộp thuế,,0,1,_thumb_203952.png,,,,,,BIDVOMNI-21904,,"1. Tại màn kết quả
2. Check Số TK/QĐ/TB
KQMM:Hiển thị tên trường Số TK/QĐ/TB
KQTT: Đang hiển thị Số QĐ",,,,,,,Design,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qcrs:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-21904,BIDVOMNI-14048 [AND][Mẫu nộp thuế][MH: Kết quả] Check hiển thị Ngày TK/QĐ/TB/Kỳ thuế,Sub-bug,In Progress,Medium,Resolve,"Hiếu, Nguyễn Trung (KCN, PTUDDD)","Hải, Vũ Thị (KCN, PTNV)","Hải, Vũ Thị (KCN, PTNV)",29/Mar/25 2:34 PM,,09/Apr/25 3:49 PM,02/Apr/25 10:34 AM,,,Nộp thuế,,0,1,_thumb_203946.png,,,,,,"BIDVOMNI-22507, BIDVOMNI-22510, BIDVOMNI-21903, BIDVOMNI-21905",,"1. Tại màn kết quả
2. Check hiển thị Ngày TK/QĐ/TB/Kỳ thuế
KQMM: Ngày TK/QĐ/TB/Kỳ thuế
Chỉ hiển thị khi GD có 1 khoản nộp
Chỉ hiển thị khi có giá trị
KQTT: Đang không hiển thị Ngày TK/QĐ/TB/Kỳ thuế",,,,,,,Design,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0pu0g:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-21827,BIDVOMNI-14048 [AND][Mẫu nộp thuế][MH: Tại màn hình Thông tin nợ thuế check trường Loại NNT,Sub-bug,In Progress,Medium,Resolve,"Hiếu, Nguyễn Trung (KCN, PTUDDD)","Hải, Vũ Thị (KCN, PTNV)","Hải, Vũ Thị (KCN, PTNV)",28/Mar/25 5:18 PM,,09/Apr/25 3:45 PM,02/Apr/25 10:30 AM,,,Nộp thuế,,0,1,_thumb_201752.png,,,,,,"BIDVOMNI-21834, BIDVOMNI-21826, BIDVOMNI-21828",,"1. Tại màn hình Thông tin nợ thuế
2. Check trường Loại NNT
KQMM: Hiển thị tên trường là Loại NNT
KQTT: Đang hiển thị là Mã NNT",,,,,,,Design,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0pszs:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22520,BIDVOMNI-19520 [IOS] Thanh toán hóa đơn,Sub-bug,Need To Do,Medium,Unresolved,"Hoàng, Đỗ Hồng (KCN, PTUDDD)","Linh, Đinh Thị Thảo (KCN, PTNV)","Linh, Đinh Thị Thảo (KCN, PTNV)",09/Apr/25 3:36 PM,,09/Apr/25 3:45 PM,,,,Thanh toán hóa đơn,,0,2,_thumb_203981.png _thumb_203982.png,,,,,,BIDVOMNI-22516,,"Trình duyệt: Chorme

Step:
# Login thành công
# Home > chức năng thanh toán
# Nhấn 1 dịch vụ A
# Tại màn khởi tạo check hiển thị các câu thông báo inline

*KQTT:* Không hiển thị icon như design

*KQMM:* Hiển thị đồng bộ theo design theo các màn hình",,,,,,,Design,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qd0o:,,,,IOS,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22522,BIDVOMNI-13851 [IB][Đổi hạn mức]- Sai title màn hình kết quả.,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)",Manh Dinh Van,Manh Dinh Van,09/Apr/25 3:39 PM,,09/Apr/25 3:43 PM,,,,Đổi hạn mức GD,,0,1,_thumb_203983.png,,,,,,,,"# Tại màn hình kết quả.
# Kiểm tra tilte 

kqtt: Đang hiển thị giao dịch thành công.

kqmm: Đăng ký thành công.

!image-2025-04-09-15-39-38-155.png!",,,,,,,,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qd1s:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22518,BIDVOMNI-13851 [IB][Đổi hạn mức]- Lối hiển thị sai tiền phí màn hình xác nhận giao dịch.,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)",Manh Dinh Van,Manh Dinh Van,09/Apr/25 3:30 PM,,09/Apr/25 3:43 PM,,,,Đổi hạn mức GD,,0,1,_thumb_203975.png _thumb_203974.png,,,,,,,,"# Tại màn hình xác nhận giao dịch.
# Kiểm tra hiển thị tiền phí, vat, số tiền thanh toán.

kqtt: Đang hiển thị sai 

!image-2025-04-09-15-29-20-348.png!

!image-2025-04-09-15-29-54-608.png!",,,,,,,,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qcz4:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22523,BIDVOMNI-13851 [IB][Đổi hạn mức]- Lối hiển thị số tiền giao dịch.,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)",Manh Dinh Van,Manh Dinh Van,09/Apr/25 3:42 PM,,09/Apr/25 3:43 PM,,,,Đổi hạn mức GD,,0,1,_thumb_203985.png,,,,,,,,"ĐK: phí giao dịch = 0
# Tại màn hình kết quả
# Kiểm tra hiển thị số tiền phí giao dịch.

kqtt: Đang hiển thị 0 VND

kqmm: Không hiển thị

!image-2025-04-09-15-42-32-275.png!",,,,,,,,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qd2o:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-21875,BIDVOMNI-14048 [AND][Mẫu nộp thuế][MH: Thanh toán nợ thuế] Check hiển thị popup Chọn mã chương,Sub-bug,In Progress,Medium,Resolve,"Hiếu, Nguyễn Trung (KCN, PTUDDD)","Hải, Vũ Thị (KCN, PTNV)","Hải, Vũ Thị (KCN, PTNV)",29/Mar/25 10:36 AM,,09/Apr/25 3:43 PM,02/Apr/25 10:31 AM,,,Nộp thuế,,0,1,_thumb_201815.png,,,,,,"BIDVOMNI-21876, BIDVOMNI-21863",,"1. Tại màn hình Thanh toán nợ thuế
2. Click Combobox Mã chương
3. Check hiển thị popup Chọn mã chương
KQMM:
- Tiêu đề: Chọn mã chương
- Hiển thị: Mã chương + Tên chương
- Giá trị đã chọn hiển thị tích xanh (Đanh dấu)
KQTT:
- Tiêu đề: Chọn cơ quan
- Hiển thị: Tên chương
- Giá trị đã chọn không hiển thị tích xanh (Đanh dấu)",,,,,,,Design,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0pttk:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-21876,BIDVOMNI-14048 [AND][Mẫu nộp thuế][MH: Thanh toán nợ thuế] Check hiển thị popup Chọn Mã NDKT,Sub-bug,In Progress,Medium,Resolve,"Hiếu, Nguyễn Trung (KCN, PTUDDD)","Hải, Vũ Thị (KCN, PTNV)","Hải, Vũ Thị (KCN, PTNV)",29/Mar/25 10:42 AM,,09/Apr/25 3:40 PM,02/Apr/25 10:31 AM,,,Nộp thuế,,0,1,_thumb_201816.png,,,,,,BIDVOMNI-21875,,"1. Tại màn hình Thanh toán nợ thuế
2. Click Combobox Mã NDKT
3. Check hiển thị popup Chọn mã NDKT
KQMM:
- Tiêu đề: Chọn mã NDKT
- Hiển thị: Mã NDKT+ Tên NDKT
- Giá trị đã chọn hiển thị tích xanh (Đanh dấu)
KQTT:
- Tiêu đề: Chọn cơ quan
- Hiển thị: Tên NDKT
- Giá trị đã chọn không hiển thị tích xanh (Đanh dấu)",,,,,,,Design,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0ptts:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-21886,BIDVOMNI-14048 [AND][Mẫu nộp thuế][MH: Xác nhận giao dịch] Check trường Mã kho bạc,Sub-bug,In Progress,Medium,Resolve,"Hiếu, Nguyễn Trung (KCN, PTUDDD)","Hải, Vũ Thị (KCN, PTNV)","Hải, Vũ Thị (KCN, PTNV)",29/Mar/25 1:55 PM,,09/Apr/25 3:38 PM,02/Apr/25 10:32 AM,,,Nộp thuế,,0,1,_thumb_201827.png,,,,,,"BIDVOMNI-21885, BIDVOMNI-21887",,"1. Tại màn hình Xác nhận giao dịch
2. Check hiển thị Mã kho bạc
KQMM: Hiển thị Mã kho bạc + Tên kho bạc
KQTT: Chỉ hiển thị mỗi Mã kho bạc",,,,,,,Design,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0ptw8:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22517,BIDVOMNI-13851 [IB][Đổi hạn mức]- Lối hiển thị tài khoản nguồn màn hình xác nhận giao dịch.,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)",Manh Dinh Van,Manh Dinh Van,09/Apr/25 3:24 PM,,09/Apr/25 3:28 PM,,,,Đổi hạn mức GD,,0,1,,,,,,,,,"ĐK: Fee = 0 
# Tại màn hình xác nhận giao dịch.
# Kiểm tra hiển thị tài khoản nguồn.

kqtt: Đang hiển thị tài khoản nguồn.

kqmm: Chỉ hiển thị với trường hợp có thông tin Phí",,,,,,,,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qcxk:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22514,BIDVOMNI-13851 [IB][Đổi hạn mức]- Lối điều hướng khi nhấn back tại màn hình xác nhận giao dịch.,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)",Manh Dinh Van,Manh Dinh Van,09/Apr/25 3:20 PM,,09/Apr/25 3:28 PM,,,,Đổi hạn mức GD,,0,1,,,,,,,,,"# Tại màn hình xác nhận giao dịch.
# Nhấn icon: Back.

kqtt: Đang điều hướng về màn trang chủ đổi hạn mức giao dịch.

kqmm: Điều hướng về màn danh sách gói hạn mức.",,,,,,,,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qcw0:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-21823,BIDVOMNI-14048 [IOS][Mẫu nộp thuế][MH: Tại màn hình Thông tin nợ thuế Check trường Mã ĐBHC khi đã chọn Mã kho bạc,Sub-bug,Need To Do,Medium,Unresolved,"Trưởng, Võ Anh (KCN, PTUDDD)","Hải, Vũ Thị (KCN, PTNV)","Hải, Vũ Thị (KCN, PTNV)",28/Mar/25 5:06 PM,,09/Apr/25 3:27 PM,,,,Nộp thuế,,0,2,_thumb_201736.png _thumb_202109.png,,,,,,BIDVOMNI-21822,,"1. Tại màn hình Thông tin nợ thuế
2. Chọn Mã kho bạc
3. Check hiển thị trường Mã ĐBHC
KQMM: Hiển thị giá trị tương ứng với Kho bạc KH hàng chọn
administrativeArea - mid 1019
KQTT: Đang mặc định trống",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0psxk:,,,,IOS,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-21900,BIDVOMNI-14048 [AND][Mẫu nộp thuế][MH: Kết quả] Check trường Mã kho bạc,Sub-bug,In Progress,Medium,Resolve,"Hiếu, Nguyễn Trung (KCN, PTUDDD)","Hải, Vũ Thị (KCN, PTNV)","Hải, Vũ Thị (KCN, PTNV)",29/Mar/25 2:25 PM,,09/Apr/25 3:24 PM,02/Apr/25 10:33 AM,,,Nộp thuế,,0,1,_thumb_201838.png,,,,,,"BIDVOMNI-21899, BIDVOMNI-21901",,"1. Tại màn kết quả
2. Check trường Mã kho bạc
KQMM: hiển thị Mã kho bạc + Tên kho bạc
KQTT: Đang hiển thị Tên kho bạc",,,,,,,Design,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0ptzk:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22511,BIDVOMNI-13851 [IB][Đổi hạn mức]- Lối sắp xếp danh sách hạn mức giao dịch.,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)",Manh Dinh Van,Manh Dinh Van,09/Apr/25 3:09 PM,,09/Apr/25 3:13 PM,,,,Đổi hạn mức GD,,0,1,_thumb_203948.png,,,,,,,,"# Tại màn hình khởi tạo Đổi hạn mức giao dịch.
# Kiểm tra sắp xếp danh sách gói hạn mức giao dịch.

kqtt: Đang chưa sắp xếp

kqmm: sắp xếp theo thứ tự hạn mức thấp > cao

!image-2025-04-09-15-09-10-731.png!",,,,,,,,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qcsg:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22509,BIDVOMNI-13851 [IB][Đổi hạn mức]- Lối không hiển thị phí đổi hạn mức.,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)",Manh Dinh Van,Manh Dinh Van,09/Apr/25 3:05 PM,,09/Apr/25 3:13 PM,,,,Đổi hạn mức GD,,0,1,_thumb_203945.png,,,,,,BIDVOMNI-22506,,"# Tại màn hình khởi tạo đổi hạn mức giao dịch.
# Kiểm tra hiển thị phí đổi hạn mức khi phí + vat = 0

kqtt: Đang hiển thị sai tiền phí.

kqmm: Hiển thị theo trường: totalFee 

!image-2025-04-09-15-06-23-907.png!",,,,,,,,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qcrc:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22505,BIDVOMNI-14353 [Android][Tặng quà] Kiểm tra truy cập chức năng,Sub-bug,Need To Do,Medium,Unresolved,"Hương, Tạ Lan (KCN, PTUDDD)","Hoàng, Chu Văn (KCN, PTNV)","Hoàng, Chu Văn (KCN, PTNV)",09/Apr/25 2:55 PM,,09/Apr/25 2:58 PM,,,,Tặng quà,,0,1,,,,,,,,,"1: Ngoài phiên đăng nhập , tại màn hình dang sách chức năng

2. Nhấn chọn Thiện nguyện và quà tặng

3. Nhấn chọn Quà tặng

 

 

Thực tế
* không hiển thị thông báo yêu cầu đăng nhập

 

 

Mong muốn
* Hiển thị màn hình yêu cầu đăng nhập theo nguyên tắc chung",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,FUNC,,,,,,,,,Auto bottom up,,,,,,1|i0qcp4:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22502,BIDVOMNI-19520 [IB] Trang chủ thanh toán,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)","Linh, Đinh Thị Thảo (KCN, PTNV)","Linh, Đinh Thị Thảo (KCN, PTNV)",09/Apr/25 2:19 PM,,09/Apr/25 2:37 PM,,,,Thanh toán hóa đơn,,0,1,_thumb_203914.png,,,,,,"BIDVOMNI-22504, BIDVOMNI-22492",,"Trình duyệt: Chorme

Step:
# Login thành công
# Home > Thanh toán
# Kiểm tra hiển thị cụm mẫu thanh toán khi có data

*KQTT:* Hiển thị chưa đúng design
* Hiển thị tối đa 3 mẫu
* Thừa icon xem thêm

*KQMM:* Hiển thị theo đúng design
* Hiển thị tối đa 5 mẫu
* Bỏ icon xem thêm",,,,,,,Design,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qcls:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22503,BIDVOMNI-13851 [IB][Đổi hạn mức]- Lỗi hiển thị Icon của gói hạn mức tại màn hình khởi tạo đổi hạn mức.,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)",Manh Dinh Van,Manh Dinh Van,09/Apr/25 2:24 PM,,09/Apr/25 2:28 PM,,,,Đổi hạn mức GD,,0,1,_thumb_203918.png,,,,,,,,"# Tại màn hình khởi tạo đổi hạn mức giao dịch.
# Kiểm tra hiển thị icon hạn mức hiện tại.

kqtt: Đang hiển thị icon mặc định.

kqmm: Hiển thị đúng icon của gói hạn mức hiện tại .

!image-2025-04-09-14-24-11-778.png!",,,,,,,,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qcmg:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22492,BIDVOMNI-19520 [IB] Trang chủ thanh toán,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)","Linh, Đinh Thị Thảo (KCN, PTNV)","Linh, Đinh Thị Thảo (KCN, PTNV)",09/Apr/25 1:48 PM,,09/Apr/25 2:19 PM,,,,Thanh toán hóa đơn,,0,1,_thumb_203899.png _thumb_203900.png,,,,,,"BIDVOMNI-22490, BIDVOMNI-22502",,"Trình duyệt: Chorme

Step:
# Login thành công
# Home > Thanh toán
# Kiểm tra hiển thị cụm mẫu thanh toán khi không có data

*KQTT:* Hiển thị chưa đúng design

*KQMM:* Hiển thị theo đúng design",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qcgw:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22413,BIDVOMNI-14045 [ADR][Thanh toán hóa đơn định kỳ] HintText thiếu cụm text tự động,Sub-bug,In Progress,Medium,Unresolved,"Hiếu, Nguyễn Trung (KCN, PTUDDD)",Anh Mai Huyền,Anh Mai Huyền,08/Apr/25 3:14 PM,,09/Apr/25 2:00 PM,,,,Thanh toán hóa đơn định kỳ,,0,1,,,,,,,"BIDVOMNI-22409, BIDVOMNI-22416",,"*Steps:*

1. Tại màn hình Thanh toán hóa đơn định kỳ
2.Kiểm tra mặc định textbox Tìm kiếm

*KQTT:* Chỉ hiển thị hintText ""Tìm kiếm"" > thiếu cụm text tự động

*KQMM:* Mặc định trống với Hint tại ô tìm kiếm: Tự động nhảy các text (nhảy text sau 2.5s) sau text ""Tìm kiếm"" bao gồm: Dịch vụ, Mã khách hàng, Tên khách hàng",,,,,,,Design,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0q9m8:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22493,BIDVOMNI-13851 [IB][Đổi hạn mức]- Sai text hạn mức đã sử dụng màn hình đổi hạn mức giao dịch.,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)",Manh Dinh Van,Manh Dinh Van,09/Apr/25 1:50 PM,,09/Apr/25 1:58 PM,,,,Đổi hạn mức GD,,0,1,_thumb_203901.png,,,,,,,,"# Tại màn hình Đổi hạn mức giao dịch.
# Kiểm tra text Hạn mức đã sử dụng.

kqtt: !image-2025-04-09-13-49-58-756.png!",,,,,,,,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qchc:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22491,BIDVOMNI-13851 [IB][Đổi hạn mức]- Lỗi hiển thị icon gói hạn mức,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)",Manh Dinh Van,Manh Dinh Van,09/Apr/25 1:41 PM,,09/Apr/25 1:43 PM,,,,Đổi hạn mức GD,,0,1,_thumb_203897.png,,,,,,,,"# Tại màn hình Đổi hạn mức giao dịch.
# Kiểm tra hiển thị icon gói hạn mức.

kqtt: Đang hiển thị sai 

kqmm: Hiển thị đúng icon theo url trả ra ở mid 438

!image-2025-04-09-13-41-17-084.png!",,,,,,,,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qcgo:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22489,BIDVOMNI-13851 [IB][Đổi hạn mức]- Lỗi hiển thị sub-title khi trạng thái hạn mức là vĩnh viễn.,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)",Manh Dinh Van,Manh Dinh Van,09/Apr/25 1:30 PM,,09/Apr/25 1:43 PM,,,,Đổi hạn mức GD,,0,1,_thumb_203885.png,,,,,,,,"Dk: Trạng thái hạn mức = Vĩnh viễn 
# Tại màn hình Đổi hạn mức giao dịch.
# Kiểm tra hiển thị sub-title.

kqtt: Đang hiển thị: ""Hạn mức đang sử dụng (tạm thời)""

kqmm: Hiển thị: ""Hạn mức đang sử dụng""

!image-2025-04-09-13-30-29-927.png!",,,,,,,,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qcew:,,,,Web Frontend,,,None,None,None,,,None
